Wysokość (h [m]),Siła ciążenia (Fg [N]),Temperatura (T [K]),Ciśnienie (p [Pa]),Gęstość powietrza (ρ [kg/m^3])
4610,448.64400000000006,268.815,56406.52834076062,0.7310015888050139
4620,448.4480000000001,268.73,56324.479023235064,0.7301691503297243
4630,448.252,268.645,56242.49724722713,0.7293370609425076
4640,448.05600000000004,268.56,56160.58301623347,0.7285053210201836
4650,447.86000000000007,268.475,56078.73633371167,0.7276739309395428
4660,447.66400000000004,268.39,55996.95720308022,0.7268428910773458
4670,447.468,268.305,55915.24562771852,0.7260122018103218
4680,447.27200000000005,268.22,55833.60161096678,0.7251818635151702
4690,447.0760000000001,268.135,55752.02515612595,0.7243518765685568
4700,446.88000000000005,268.05,55670.51626645779,0.7235222413471163
4710,446.684,267.96500000000003,55589.07494518465,0.722692958227449
4720,446.48800000000006,267.88,55507.70119548961,0.7218640275861223
4730,446.29200000000003,267.795,55426.39502051628,0.7210354497996682
4740,446.096,267.71,55345.15642336886,0.7202072252445845
4750,445.90000000000003,267.625,55263.98540711203,0.7193793542973319
4760,445.70400000000006,267.54,55182.881974770935,0.718551837334336
4770,445.50800000000004,267.455,55101.84612933109,0.7177246747319839
4780,445.312,267.37,55020.877873738464,0.716897866866626
4790,445.11600000000004,267.285,54939.97721089923,0.7160714141145733
4800,444.92,267.2,54859.144143679936,0.7152453168520989
4810,444.72400000000005,267.115,54778.3786749073,0.7144195754554346
4820,444.528,267.03,54697.6808073682,0.7135941903007728
4830,444.33200000000005,266.945,54617.050543809695,0.712769161764264
4840,444.136,266.86,54536.4878869389,0.7119444902220176
4850,443.94,266.775,54455.992839422994,0.7111201760501004
4860,443.744,266.69,54375.56540388914,0.7102962196245358
4870,443.548,266.605,54295.205582924435,0.7094726213213033
4880,443.35200000000003,266.52,54214.91337907588,0.7086493815163383
4890,443.156,266.435,54134.68879485038,0.7078265005855309
4900,442.96000000000004,266.35,54054.53183271457,0.707003978904725
4910,442.764,266.265,53974.44249509491,0.7061818168497188
4920,442.568,266.18,53894.42078437758,0.7053600147962625
4930,442.372,266.095,53814.46670290839,0.704538573120059
4940,442.1760000000001,266.01,53734.58025299279,0.7037174921967622
4950,441.98,265.925,53654.761436895846,0.7028967724019772
4960,441.784,265.84000000000003,53575.010256842106,0.7020764141112588
4970,441.5880000000001,265.755,53495.32671501563,0.7012564177001116
4980,441.392,265.67,53415.710813559956,0.7004367835439888
4990,441.19599999999997,265.585,53336.162554577946,0.6996175120182916
5000,441.00000000000006,265.5,53256.681940131864,0.6987986034983683
5010,440.8040000000001,265.415,53177.26897224325,0.6979800583595143
5020,440.60800000000006,265.33,53097.923652892896,0.6971618769769705
5030,440.41200000000003,265.245,53018.64598402087,0.6963440597259238
5040,440.21600000000007,265.15999999999997,52939.4359675263,0.6955266069815048
5050,440.02000000000004,265.075,52860.29360526754,0.694709519118789
5060,439.824,264.99,52781.218899061954,0.6938927965127939
5070,439.62800000000004,264.905,52702.21185068593,0.6930764395384809
5080,439.4320000000001,264.82,52623.27246187487,0.6922604485707515
5090,439.23600000000005,264.735,52544.4007343231,0.6914448239844502
5100,439.04,264.65,52465.59666968382,0.6906295661543606
5110,438.84400000000005,264.565,52386.86026956911,0.6898146754552064
5120,438.648,264.48,52308.1915355498,0.6890001522616502
5130,438.45200000000006,264.395,52229.59046915549,0.6881859969482934
5140,438.25600000000003,264.31,52151.057071874515,0.6873722098896741
5150,438.06000000000006,264.225,52072.59134515383,0.6865587914602682
5160,437.86400000000003,264.14,51994.193290399024,0.6857457420344872
5170,437.668,264.055,51915.862908974246,0.6849330619866782
5180,437.47200000000004,263.97,51837.60020220217,0.6841207516911233
5190,437.276,263.885,51759.40517136394,0.6833088115220384
5200,437.08000000000004,263.8,51681.27781769915,0.6824972418535726
5210,436.884,263.715,51603.21814240575,0.6816860430598083
5220,436.68800000000005,263.63,51525.226146640045,0.6808752155147588
5230,436.492,263.545,51447.30183151663,0.6800647595923696
5240,436.296,263.46,51369.445198108326,0.6792546756665158
5250,436.1,263.375,51291.65624744621,0.6784449641110032
5260,435.90400000000005,263.29,51213.93498051945,0.6776356252995656
5270,435.708,263.205,51136.281398275365,0.6768266596058661
5280,435.512,263.12,51058.695501619295,0.6760180674034943
5290,435.31600000000003,263.03499999999997,50981.17729141466,0.6752098490659681
5300,435.12,262.95,50903.726768482775,0.67440200496673
5310,434.924,262.865,50826.34393360296,0.6735945354791493
5320,434.728,262.78,50749.02878751235,0.6727874409765188
5330,434.53200000000004,262.695,50671.78133090594,0.6719807218320561
5340,434.336,262.61,50594.60156443652,0.6711743784189016
5350,434.14,262.525,50517.48948871459,0.6703684111101185
5360,433.944,262.44,50440.44510430839,0.6695628202786911
5370,433.748,262.355,50363.468411743794,0.6687576062975258
5380,433.55199999999996,262.27,50286.55941150426,0.6679527695394486
5390,433.356,262.185,50209.71810403083,0.6671483103772047
5400,433.1600000000001,262.1,50132.944489722046,0.6663442291834591
5410,432.96400000000006,262.015,50056.23856893392,0.6655405263307942
5420,432.768,261.93,49979.600341979894,0.6647372021917097
5430,432.57200000000006,261.845,49903.029809130785,0.6639342571386223
5440,432.37600000000003,261.76,49826.526970614716,0.6631316915438643
5450,432.18000000000006,261.675,49750.09182661714,0.6623295057796831
5460,431.98400000000004,261.59,49673.7243772807,0.6615277002182405
5470,431.78800000000007,261.505,49597.424622705264,0.6607262752316118
5480,431.59200000000004,261.42,49521.19256294786,0.6599252311917857
5490,431.396,261.335,49445.028198022555,0.659124568470662
5500,431.20000000000005,261.25,49368.931527900546,0.6583242874400528
5510,431.004,261.165,49292.902552510015,0.6575243884716805
5520,430.80800000000005,261.08,49216.94127173607,0.6567248719371771
5530,430.612,260.995,49141.047685420795,0.6559257382080839
5540,430.41600000000005,260.90999999999997,49065.221793363125,0.6551269876558509
5550,430.22,260.825,48989.463595318826,0.6543286206518347
5560,430.024,260.74,48913.773091000454,0.6535306375673002
5570,429.82800000000003,260.655,48838.150280077265,0.6527330387734169
5580,429.63200000000006,260.57,48762.595162175254,0.6519358246412604
5590,429.43600000000004,260.485,48687.107736877064,0.6511389955418109
5600,429.24,260.4,48611.68800372187,0.6503425518459519
5610,429.04400000000004,260.315,48536.335962205514,0.6495464939244703
5620,428.848,260.23,48461.05161178023,0.6487508221480549
5630,428.65200000000004,260.145,48385.83495185479,0.6479555368872962
5640,428.456,260.06,48310.685981794384,0.6471606385126858
5650,428.26000000000005,259.975,48235.60470092055,0.6463661273946144
5660,428.064,259.89,48160.59110851115,0.6455720039033725
5670,427.868,259.805,48085.64520380036,0.6447782684091486
5680,427.672,259.72,48010.76698597857,0.6439849212820292
5690,427.47600000000006,259.635,47935.956454192354,0.6431919628919972
5700,427.28000000000003,259.55,47861.21360754448,0.6423993936089321
5710,427.084,259.46500000000003,47786.53844509376,0.6416072138026081
5720,426.88800000000003,259.38,47711.9309658551,0.6408154238426944
5730,426.692,259.295,47637.39116879939,0.6400240240987533
5740,426.49600000000004,259.21,47562.9190528535,0.6392330149402409
5750,426.3,259.125,47488.51461690023,0.6384423967365045
5760,426.10400000000004,259.04,47414.177859778254,0.6376521698567837
5770,425.908,258.955,47339.90878028205,0.6368623346702083
5780,425.712,258.87,47265.70737716191,0.6360728915457974
5790,425.516,258.785,47191.57364912386,0.6352838408524599
5800,425.32,258.7,47117.50759482957,0.6344951829589921
5810,425.1240000000001,258.615,47043.50921289646,0.6337069182340788
5820,424.928,258.53,46969.57850189747,0.6329190470462903
5830,424.7320000000001,258.445,46895.71546036114,0.6321315697640837
5840,424.53600000000006,258.36,46821.920086771504,0.6313444867558001
5850,424.34,258.275,46748.19237956808,0.6305577983896662
5860,424.14400000000006,258.19,46674.53233714577,0.6297715050337903
5870,423.9480000000001,258.105,46600.93995785493,0.6289856070561655
5880,423.75200000000007,258.02,46527.41524000117,0.6282001048246648
5890,423.55600000000004,257.935,46453.95818184546,0.6274149987070438
5900,423.36000000000007,257.85,46380.56878160396,0.6266302890709371
5910,423.16400000000004,257.765,46307.24703744804,0.6258459762838596
5920,422.968,257.68,46233.992947504245,0.6250620607132041
5930,422.77200000000005,257.595,46160.806509854214,0.6242785427262421
5940,422.5760000000001,257.51,46087.68772253464,0.623495422690121
5950,422.38000000000005,257.425,46014.63658353728,0.6227127009718658
5960,422.184,257.34000000000003,45941.653090808795,0.6219303779383754
5970,421.98800000000006,257.255,45868.73724225083,0.6211484539564243
5980,421.79200000000003,257.17,45795.8890357199,0.6203669293926602
5990,421.596,257.085,45723.10846902735,0.6195858046136045
6000,421.40000000000003,257.0,45650.395539939345,0.6188050799856496
6010,421.20400000000006,256.915,45577.750246176765,0.61802475587506
6020,421.00800000000004,256.83,45505.172585415225,0.6172448326479707
6030,420.812,256.745,45432.66255528499,0.6164653106703859
6040,420.61600000000004,256.66,45360.22015337094,0.6156861903081791
6050,420.42,256.575,45287.845377212514,0.6149074719270915
6060,420.22400000000005,256.49,45215.53822430373,0.6141291558927318
6070,420.028,256.405,45143.29869209301,0.6133512425705747
6080,419.83200000000005,256.32,45071.126777983285,0.6125737323259606
6090,419.636,256.235,44999.02247933184,0.6117966255240951
6100,419.44,256.15,44926.98579345031,0.6110199225300467
6110,419.244,256.065,44855.01671760465,0.6102436237087479
6120,419.048,255.98000000000002,44783.11524901508,0.6094677294249927
6130,418.85200000000003,255.895,44711.281384855996,0.608692240043437
6140,418.656,255.81,44639.515122256,0.6079171559285971
6150,418.46000000000004,255.725,44567.81645829782,0.6071424774448487
6160,418.264,255.64,44496.18539001826,0.6063682049564271
6170,418.068,255.555,44424.62191440816,0.6055943388274247
6180,417.872,255.47,44353.12602841234,0.6048208794217919
6190,417.676,255.385,44281.69772892959,0.6040478271033349
6200,417.48,255.3,44210.33701281261,0.603275182235716
6210,417.284,255.215,44139.043876867916,0.6025029451824513
6220,417.0880000000001,255.13,44067.818317855905,0.6017311163069116
6230,416.892,255.04500000000002,43996.66033249069,0.60095969597232
6240,416.69599999999997,254.96,43925.56991744015,0.6001886845417523
6250,416.50000000000006,254.875,43854.547069325825,0.5994180823781352
6260,416.3040000000001,254.79,43783.59178472291,0.598647889844246
6270,416.10800000000006,254.70499999999998,43712.70406016017,0.5978781073027113
6280,415.91200000000003,254.62,43641.88389211995,0.5971087351160065
6290,415.71600000000007,254.535,43571.1312770381,0.5963397736464553
6300,415.52000000000004,254.45,43500.446211303904,0.5955712232562277
6310,415.32400000000007,254.365,43429.8286912601,0.5948030843073403
6320,415.12800000000004,254.28,43359.278713202795,0.594035357161655
6330,414.9320000000001,254.195,43288.796273381406,0.5932680421808779
6340,414.73600000000005,254.11,43218.38136799866,0.592501139726559
6350,414.54,254.025,43148.03399321052,0.5917346501600904
6360,414.34400000000005,253.94,43077.75414512613,0.5909685738427065
6370,414.148,253.855,43007.541819807826,0.5902029111354826
6380,413.95200000000006,253.76999999999998,42937.39701327103,0.5894376623993342
6390,413.75600000000003,253.685,42867.31972148426,0.5886728279950156
6400,413.56000000000006,253.6,42797.309940369014,0.5879084082831201
6410,413.36400000000003,253.515,42727.36766579982,0.5871444036240779
6420,413.168,253.43,42657.492893604096,0.5863808143781561
6430,412.97200000000004,253.345,42587.685619562195,0.5856176409054576
6440,412.776,253.26,42517.94583940729,0.58485488356592
6450,412.58000000000004,253.175,42448.2735488254,0.5840925427193148
6460,412.384,253.09,42378.66874345525,0.583330618725247
6470,412.18800000000005,253.005,42309.131418888326,0.5825691119431536
6480,411.992,252.92000000000002,42239.66157066878,0.5818080227323028
6490,411.796,252.835,42170.25919429341,0.5810473514517938
6500,411.6,252.75,42100.924285211564,0.5802870984605544
6510,411.404,252.665,42031.65683882519,0.5795272641173423
6520,411.208,252.57999999999998,41962.45685048867,0.578767848780742
6530,411.012,252.495,41893.32431550892,0.5780088528091655
6540,410.81600000000003,252.41,41824.25922914523,0.5772502765608508
6550,410.62,252.325,41755.26158660925,0.5764921203938609
6560,410.424,252.24,41686.331383065015,0.5757343846660833
6570,410.228,252.155,41617.46861362878,0.5749770697352283
6580,410.03200000000004,252.07,41548.67327336907,0.5742201759588292
6590,409.836,251.985,41479.945357306635,0.5734637036942407
6600,409.64,251.9,41411.284860414344,0.5727076532986383
6610,409.444,251.815,41342.691777617205,0.5719520251290171
6620,409.248,251.73,41274.166103792275,0.5711968195421911
6630,409.052,251.64499999999998,41205.70783376867,0.5704420368947926
6640,408.856,251.56,41137.316962327466,0.5696876775432703
6650,408.6600000000001,251.475,41068.99348420167,0.5689337418438897
6660,408.464,251.39,41000.73739407623,0.5681802301527317
6670,408.268,251.305,40932.548686587914,0.5674271428256906
6680,408.07200000000006,251.22,40864.42735632532,0.5666744802184753
6690,407.876,251.135,40796.37339782882,0.5659222426866065
6700,407.68000000000006,251.05,40728.38680559048,0.5651704305854165
6710,407.48400000000004,250.965,40660.467574054106,0.5644190442700492
6720,407.28800000000007,250.88,40592.61569761511,0.5636680840954573
6730,407.09200000000004,250.795,40524.83117062051,0.562917550416403
6740,406.896,250.70999999999998,40457.113987368895,0.5621674435874563
6750,406.70000000000005,250.625,40389.46414211035,0.5614177639629941
6760,406.504,250.54,40321.88162904644,0.5606685118971997
6770,406.30800000000005,250.45499999999998,40254.36644233015,0.5599196877440613
6780,406.112,250.37,40186.9185760659,0.5591712918573721
6790,405.91600000000005,250.285,40119.5380243094,0.5584233245907281
6800,405.72,250.2,40052.22478106766,0.5576757862975276
6810,405.524,250.115,39984.97884029902,0.5569286773309712
6820,405.32800000000003,250.03,39917.80019591295,0.5561819980440591
6830,405.132,249.945,39850.68884177016,0.5554357487895923
6840,404.93600000000004,249.85999999999999,39783.64477168247,0.5546899299201696
6850,404.74,249.775,39716.66797941279,0.5539445417881882
6860,404.54400000000004,249.69,39649.75845867509,0.553199584745842
6870,404.348,249.605,39582.91620313434,0.5524550591451209
6880,404.15200000000004,249.52,39516.141206406464,0.5517109653378097
6890,403.956,249.435,39449.43346205834,0.5509673036754874
6900,403.76000000000005,249.35,39382.79296360771,0.5502240745095264
6910,403.564,249.26500000000001,39316.21970452315,0.5494812781910906
6920,403.36800000000005,249.18,39249.71367822405,0.5487389150711361
6930,403.172,249.095,39183.27487808055,0.5479969855004089
6940,402.97600000000006,249.01,39116.903297413475,0.5472554898294438
6950,402.78000000000003,248.925,39050.59892949439,0.5465144284085652
6960,402.584,248.84,38984.36176754543,0.5457738015878845
6970,402.38800000000003,248.755,38918.19180473934,0.5450336097172992
6980,402.192,248.67000000000002,38852.08903419942,0.5442938531464929
6990,401.99600000000004,248.585,38786.053448999475,0.5435545322249341
7000,401.8,248.5,38720.085042163766,0.5428156473018745
7010,401.60400000000004,248.41500000000002,38654.18380666699,0.5420771987263487
7020,401.408,248.33,38588.349735434196,0.5413391868471733
7030,401.212,248.245,38522.58282134081,0.5406016120129454
7040,401.016,248.16,38456.88305721256,0.5398644745720428
7050,400.82,248.075,38391.25043582538,0.5391277748726209
7060,400.6240000000001,247.99,38325.68494990549,0.5383915132626145
7070,400.428,247.905,38260.186592129234,0.5376556900897346
7080,400.2320000000001,247.82,38194.75535512312,0.5369203057014683
7090,400.03600000000006,247.735,38129.391231463735,0.5361853604450781
7100,399.84,247.65,38064.094213677716,0.5354508546676007
7110,399.64400000000006,247.565,37998.864294241714,0.5347167887158455
7120,399.44800000000004,247.48000000000002,37933.70146558237,0.5339831629363946
7130,399.25200000000007,247.395,37868.60572007623,0.533249977675601
7140,399.05600000000004,247.31,37803.57705004973,0.5325172332795882
7150,398.86000000000007,247.225,37738.61544777918,0.531784930094249
7160,398.66400000000004,247.14,37673.72090549066,0.5310530684652444
7170,398.468,247.055,37608.89341536006,0.5303216487380027
7180,398.27200000000005,246.97,37544.13296951294,0.529590671257719
7190,398.0760000000001,246.885,37479.4395600246,0.5288601363693534
7200,397.88000000000005,246.8,37414.81317891995,0.5281300444176305
7210,397.684,246.715,37350.253818173514,0.5274003957470385
7220,397.48800000000006,246.63,37285.76146970939,0.5266711907018279
7230,397.29200000000003,246.54500000000002,37221.33612540119,0.525942429626011
7240,397.09600000000006,246.46,37156.977777072,0.5252141128633603
7250,396.90000000000003,246.375,37092.68641649437,0.524486240757408
7260,396.70400000000006,246.29,37028.462035390236,0.5237588136514449
7270,396.50800000000004,246.20499999999998,36964.3046254309,0.5230318318885192
7280,396.312,246.12,36900.214178236994,0.5223052958114358
7290,396.11600000000004,246.035,36836.19068537841,0.5215792057627551
7300,395.92,245.95,36772.234138374304,0.520853562084792
7310,395.72400000000005,245.865,36708.34452869304,0.5201283651196154
7320,395.528,245.78,36644.52184775211,0.5194036152090465
7330,395.33200000000005,245.695,36580.766086918156,0.5186793126946582
7340,395.136,245.61,36517.077237506914,0.5179554579177742
7350,394.94,245.525,36453.45529078312,0.5172320512194672
7360,394.744,245.44,36389.900237960544,0.5165090929405596
7370,394.548,245.35500000000002,36326.41207020191,0.5157865834216202
7380,394.35200000000003,245.27,36262.99077861887,0.5150645230029656
7390,394.156,245.185,36199.63635427195,0.514342912024657
7400,393.96000000000004,245.1,36136.34878817054,0.5136217508265013
7410,393.764,245.015,36073.12807127282,0.5129010397480482
7420,393.568,244.93,36009.97419448574,0.5121807791285903
7430,393.372,244.845,35946.887148664944,0.5114609693071616
7440,393.176,244.76,35883.86692461483,0.5107416106225373
7450,392.98,244.675,35820.91351308838,0.5100227034132314
7460,392.784,244.59,35758.02690478724,0.5093042480174974
7470,392.5880000000001,244.505,35695.20709036157,0.5085862447733254
7480,392.392,244.42000000000002,35632.454060410106,0.5078686940184428
7490,392.19599999999997,244.335,35569.767805480034,0.5071515960903124
7500,392.0,244.25,35507.14831606702,0.5064349513261309
7510,391.8040000000001,244.165,35444.595582615155,0.5057187600628297
7520,391.60800000000006,244.07999999999998,35382.109595516864,0.5050030226370716
7530,391.412,243.995,35319.69034511295,0.5042877393852516
7540,391.21600000000007,243.91,35257.337821692476,0.5035729106434946
7550,391.02000000000004,243.825,35195.0520154928,0.5028585367476557
7560,390.82400000000007,243.74,35132.832916699466,0.5021446180333172
7570,390.62800000000004,243.655,35070.68051544621,0.5014311548357899
7580,390.4320000000001,243.57,35008.59480181494,0.5007181474901109
7590,390.23600000000005,243.485,34946.57576583563,0.5000055963310419
7600,390.04,243.4,34884.62339748631,0.49929350169306924
7610,389.84400000000005,243.315,34822.73768669311,0.49858186391040304
7620,389.648,243.23000000000002,34760.91862333006,0.49787068331697476
7630,389.45200000000006,243.14499999999998,34699.16619721919,0.49715996024643794
7640,389.25600000000003,243.06,34637.48039813044,0.49644969503216557
7650,389.06000000000006,242.975,34575.86121578163,0.49573988800725044
7660,388.86400000000003,242.89,34514.308639838404,0.49503053950450304
7670,388.668,242.805,34452.82265991419,0.49432164985645083
7680,388.47200000000004,242.72,34391.403265570225,0.4936132193953378
7690,388.276,242.635,34330.05044631543,0.4929052484531225
7700,388.08000000000004,242.55,34268.76419160641,0.4921977373614773
7710,387.884,242.465,34207.54449084743,0.4914906864517879
7720,387.68800000000005,242.38,34146.391333390384,0.49078409605515183
7730,387.492,242.29500000000002,34085.30470853472,0.4900779665023773
7740,387.296,242.20999999999998,34024.284605527406,0.489372298123982
7750,387.1,242.125,33963.33101356294,0.48866709125019286
7760,386.904,242.04,33902.44392178326,0.4879623462109442
7770,386.708,241.95499999999998,33841.623319277736,0.487258063335877
7780,386.512,241.87,33780.86919508311,0.4865542429543377
7790,386.31600000000003,241.785,33720.181538183504,0.48585088539537763
7800,386.12,241.7,33659.560337510324,0.48514799098775135
7810,385.924,241.615,33599.00558194225,0.48444556005991557
7820,385.728,241.53,33538.51726030522,0.48374359294002883
7830,385.53200000000004,241.445,33478.095361372354,0.48304208995594955
7840,385.336,241.36,33417.73987386394,0.48234105143523537
7850,385.14,241.27499999999998,33357.45078644742,0.4816404777051431
7860,384.944,241.19,33297.22808773729,0.48094036909262505
7870,384.748,241.10500000000002,33237.07176629512,0.48024072592433076
7880,384.552,241.01999999999998,33176.98181062948,0.4795415485266043
7890,384.356,240.935,33116.95820919596,0.478842837225484
7900,384.1600000000001,240.85,33057.000950397036,0.47814459234670037
7910,383.964,240.765,32997.11002258215,0.4774468142156764
7920,383.768,240.68,32937.28541404758,0.47674950315752557
7930,383.57200000000006,240.595,32877.52711303647,0.476052659497051
7940,383.376,240.51,32817.83510773872,0.47535628355874404
7950,383.18000000000006,240.425,32758.209386291026,0.474660375666784
7960,382.98400000000004,240.34,32698.649936776816,0.47396493614503665
7970,382.78800000000007,240.255,32639.15674722618,0.4732699653170527
7980,382.59200000000004,240.17000000000002,32579.72980561591,0.47257546350606755
7990,382.396,240.08499999999998,32520.36909986935,0.47188143103499924
8000,382.20000000000005,240.0,32461.074617856513,0.4711878682264488
8010,382.004,239.915,32401.846347393897,0.4704947754026976
8020,381.80800000000005,239.82999999999998,32342.68427624453,0.469802152885707
8030,381.612,239.745,32283.58839211793,0.4691100009971174
8040,381.41600000000005,239.66,32224.55868267004,0.46841832005824713
8050,381.22,239.575,32165.59513550323,0.46772711039009107
8060,381.024,239.49,32106.697738166222,0.4670363723133196
8070,380.82800000000003,239.405,32047.866478154087,0.4663461061482778
8080,380.632,239.32,31989.101342908194,0.46565631221498416
8090,380.43600000000004,239.235,31930.40231981619,0.4649669908331294
8100,380.24,239.14999999999998,31871.769396211912,0.46427814232207565
8110,380.04400000000004,239.065,31813.202559375455,0.463589767000855
8120,379.848,238.98,31754.701796533023,0.4629018651881689
8130,379.65200000000004,238.895,31696.267094856987,0.46221443720238664
8140,379.456,238.81,31637.89844146577,0.46152748336154414
8150,379.26000000000005,238.72500000000002,31579.595823423915,0.46084100398334377
8160,379.064,238.64,31521.359227741897,0.4601549993851517
8170,378.86800000000005,238.555,31463.188641376273,0.45946946988399834
8180,378.672,238.47,31405.08405122948,0.45878441579657614
8190,378.47600000000006,238.385,31347.04544414994,0.4580998374392395
8200,378.28000000000003,238.3,31289.072806931916,0.4574157351280026
8210,378.084,238.215,31231.166126315526,0.45673210917853874
8220,377.88800000000003,238.13,31173.325388986734,0.4560489599061797
8230,377.692,238.04500000000002,31115.550581577263,0.4553662876259139
8240,377.49600000000004,237.96,31057.841690664587,0.4546840926523857
8250,377.3,237.875,31000.198702771915,0.45400237529989423
8260,377.10400000000004,237.79000000000002,30942.621604368123,0.4533211358823921
8270,376.908,237.70499999999998,30885.110381867737,0.4526403747134848
8280,376.712,237.62,30827.66502163091,0.4519600921064287
8290,376.516,237.535,30770.28550996334,0.45128028837413053
8300,376.32,237.45,30712.97183311634,0.45060096382914683
8310,376.1240000000001,237.365,30655.723977286696,0.4499221187836818
8320,375.928,237.28,30598.541928616647,0.449243753549586
8330,375.7320000000001,237.195,30541.425673193953,0.4485658684383568
8340,375.53600000000006,237.11,30484.375197051722,0.4478884637611352
8350,375.34,237.025,30427.390486168482,0.44721153982870687
8360,375.14400000000006,236.94,30370.471526468118,0.44653509695149934
8370,374.94800000000004,236.85500000000002,30313.618303819814,0.4458591354395816
8380,374.75200000000007,236.76999999999998,30256.830804038025,0.44518365560266254
8390,374.55600000000004,236.685,30200.109012882487,0.44450865775009046
8400,374.36000000000007,236.60000000000002,30143.452916058144,0.44383414219085154
8410,374.16400000000004,236.515,30086.862499215116,0.4431601092335688
8420,373.9680000000001,236.43,30030.337747948703,0.44248655918650076
8430,373.77200000000005,236.345,29973.8786477993,0.4418134923575408
8440,373.576,236.26,29917.48518425241,0.44114090905421555
8450,373.38000000000005,236.175,29861.157342738592,0.4404688095836839
8460,373.184,236.09,29804.89510863341,0.43979719425273583
8470,372.98800000000006,236.005,29748.698467257458,0.43912606336779175
8480,372.79200000000003,235.92000000000002,29692.56740387626,0.4384554172349003
8490,372.59600000000006,235.835,29636.50190370028,0.43778525615973835
8500,372.40000000000003,235.75,29580.50195188489,0.43711558044760934
8510,372.20400000000006,235.66500000000002,29524.56753353032,0.436446390403442
8520,372.00800000000004,235.57999999999998,29468.698633681637,0.43577768633178954
8530,371.812,235.495,29412.895237328717,0.43510946853682825
8540,371.61600000000004,235.41,29357.157329406207,0.4344417373223565
8550,371.42,235.325,29301.48489479348,0.43377449299179344
8560,371.22400000000005,235.24,29245.877918314643,0.4331077358481781
8570,371.028,235.155,29190.33638473847,0.43244146619416823
8580,370.83200000000005,235.07,29134.860278778386,0.4317756843320388
8590,370.636,234.985,29079.44958509244,0.4311103905636813
8600,370.44,234.9,29024.104288283226,0.4304455851906017
8610,370.244,234.815,28968.82437289796,0.42978126851392107
8620,370.048,234.73000000000002,28913.609823428364,0.42911744083437264
8630,369.85200000000003,234.64499999999998,28858.460624310603,0.4284541024523013
8640,369.656,234.56,28803.376759925377,0.42779125366766274
8650,369.46000000000004,234.475,28748.358214597778,0.4271288947800219
8660,369.264,234.39,28693.404972597313,0.426467026088552
8670,369.068,234.305,28638.51701813787,0.42580564789203323
8680,368.872,234.22,28583.694335377666,0.4251447604888519
8690,368.676,234.135,28528.936908419248,0.42448436417699875
8700,368.48,234.05,28474.244721309424,0.4238244592540681
8710,368.284,233.965,28419.617758039294,0.4231650460172573
8720,368.088,233.88,28365.05600254414,0.42250612476336413
8730,367.892,233.79500000000002,28310.559438703465,0.42184769578878684
8740,367.6960000000001,233.70999999999998,28256.12805034094,0.42118975938952297
8750,367.5,233.625,28201.76182122436,0.4205323158611671
8760,367.304,233.54000000000002,28147.460735065633,0.419875365498911
8770,367.10800000000006,233.45499999999998,28093.22477552073,0.41921890859754135
8780,366.912,233.37,28039.053926189696,0.4185629454514394
8790,366.71600000000007,233.285,27984.948170616593,0.41790747635457975
8800,366.52000000000004,233.2,27930.90749228945,0.4172525016005282
8810,366.32400000000007,233.115,27876.931874640282,0.4165980214824417
8820,366.12800000000004,233.03,27823.021301045017,0.4159440362930667
8830,365.9320000000001,232.945,27769.175754823507,0.4152905463247381
8840,365.73600000000005,232.86,27715.39521923948,0.41463755186937795
8850,365.54,232.775,27661.679677500495,0.41398505321849427
8860,365.34400000000005,232.69,27608.029112757955,0.4133330506631801
8870,365.148,232.60500000000002,27554.443508107022,0.41268154449411165
8880,364.95200000000006,232.51999999999998,27500.922846586658,0.41203053500154846
8890,364.75600000000003,232.435,27447.467111179532,0.41138002247533034
8900,364.56000000000006,232.35,27394.076284812036,0.41073000720487807
8910,364.36400000000003,232.265,27340.75035035425,0.4100804894791912
8920,364.168,232.18,27287.489290619877,0.4094314695868465
8930,363.97200000000004,232.095,27234.293088366274,0.4087829478159979
8940,363.776,232.01,27181.161726294384,0.40813492445437444
8950,363.58000000000004,231.925,27128.095187048715,0.4074873997892792
8960,363.384,231.84,27075.093453217334,0.4068403741075889
8970,363.18800000000005,231.755,27022.156507331794,0.40619384769575095
8980,362.992,231.67000000000002,26969.284331867195,0.4055478208397848
8990,362.796,231.58499999999998,26916.47690924201,0.40490229382527776
9000,362.6,231.5,26863.734221818224,0.40425726693738645
9010,362.404,231.415,26811.05625190121,0.4036127404608344
9020,362.208,231.32999999999998,26758.442981739703,0.4029687146799105
9030,362.012,231.245,26705.89439352581,0.4023251898784686
9040,361.81600000000003,231.16,26653.41046939497,0.40168216633992615
9050,361.62,231.075,26600.991191425906,0.40103964434726236
9060,361.42400000000004,230.99,26548.636541640633,0.4003976241830179
9070,361.228,230.905,26496.346502004417,0.3997561061292931
9080,361.032,230.82,26444.12105442574,0.39911509046774696
9090,360.836,230.735,26391.96018075629,0.39847457747959575
9100,360.64,230.64999999999998,26339.863862790917,0.3978345674456124
9110,360.444,230.565,26287.83208226764,0.3971950606461244
9120,360.248,230.48000000000002,26235.864820867566,0.3965560573610132
9130,360.052,230.39499999999998,26183.962060214933,0.39591755786971317
9140,359.856,230.31,26132.123781877035,0.39527956245120954
9150,359.6600000000001,230.225,26080.3499673642,0.39464207138403806
9160,359.464,230.14,26028.640598129794,0.3940050849462835
